märus	Määrus
käest	käest
kätte	kätte
sanud	saanud
wõi	wõi
mitte	mitte
mõistis	mõistis
kohhus	kohus
et	et
nad	nad
piddiwad	pidiwad
kahju	kahju
poleks	pooleks
wõtma	wõtma
ja	ja
jan	Jaan
us	Uus
peab	peab
jürri	Jüri
wai	Wai
alle	ale
ühhe	ühe
nahha	naha
wälja	wälja
maksma	maksma
rahhaga	rahaga
60	60
kopik	kopik
selle	Selle
otsusega	otsusega
olliwad	oliwad
mõllemad	mõlemad
rahhul	rahul
ja	ja
jan	Jaan
us	Uus
maksis	maksis
jürri	Jüri
waiale	Waiale
kohhe	kohe
wälja	wälja
60	60
kopik	kopik
tulli	Tuli
ette	ette
sindi	Sindi
mõisa	mõisa
wallitseja	walitseja
herra	Herra
niclasen	Niclasen
ja	ja
pallus	palus
sedda	seda
kohtu	kohtu
protokolli	protokolli
ülles	üles
wõtta	wõtta
et	et
ue-wändra	Uue-Wändra
walla	walla
mes	mees
kustas	Kustas
berner	Berner
tahta	tahta
sindi	Sindi
kusiku	Kuusiku
tallu	talu
kohha	koha
mis	mis
n	N
25al	25al
ette	ette
antud	antud
tingimustega	tingimustega
2200	2200
rubla	rubla
est	eest
ärra	ära
osta	osta
ja	ja
olla	olla
jubba	juba
selle	selle
ostmise	ostmise
kauba	kauba
kindluseks	kindluseks
220	220
rubbal	rubal
sisse	sisse
maksnud	maksnud
ja	ja
nõuab	nõuab
et	et
nüd	nüüd
wanna	wana
perremehhe	peremehe
jurri	Juri
kullerile	Kullerile
teada	teada
antud	antud
saks	saaks
kui	Kui
ta	ta
isse	ise
selle	selle
hinnaga	hinnaga
omma	oma
kohha	koha
päriseks	päriseks
osta	osta
tahhab	tahab
sedda	seda
ni	nii
kohhe	kohe
mõisa	mõisa
wallitsusele	walitsusele
üllesandma	ülesandma
ja	ja
essimese	esimese
maksu	maksu
220	220
rubla	rubla
sisse	sisse
maksma	maksma
peab	peab
kullerile	Kullerile
käsk	käsk
sadetud	saadetud
23	23
nowl	Nowl
24	24
now	Now
mõisa	mõisa
tulemiseks	tulemiseks
24.	24.
nowwembril	Nowembril
andis	andis
jurri	Juri
kuller	Kuller
ülles	üles
et	et
isse	ise
omma	oma
kohha	koha
osta	osta
tahhab	tahab
ja	ja
26mal	26mal
nowwembril	Nowembril
nõuetawa	nõuetawa
summa	summa
sisse	sisse
maksab	maksab
mart	Mart
lindebaumil	Lindebaumil
jäb	jääb
jurri	Juri
grimmile	Grimmile
9	9
rubla	rubla
wõlast	wõlast
wel	weel
5	5
rubla	rubla
wõlga	wõlga
mis	mis
tullewa	tulewa
süggisel	sügisel
ärra	ära
maksma	maksma
peab	peab
protokoll	Protokoll
n	N
88	88
asjus	asjus
1881	1881
astast	aastast
astus	Astus
ette	ette
sindi	Sindi
walla	walla
tüdruk	tüdruk
ann	Ann
pulst	Pulst
ja	ja
temma	tema
wend	wend
jurri	Juri
pulst	Pulst
kui	kui
käemes	käemees
ja	ja
kaebas	kaebas
et	et
temma	tema
ann	Ann
pulst	Pulst
sindi	Sindi
mehhe	mehe
jurri	Juri
klasseni	Klaasseni
poega	poega
nimmega	nimega
karl	Karl
ferdinand	Ferdinand
klaassenit	Klaassenit
kes	kes
temma	tema
kassu	kasu
poeaks	poeaks
kui	kui
lapse	lapse
assemel	asemel
kinnitatud	kinnitatud
ennam	enam
endale	endale
lapse	lapse
assemele	asemele
wõtta	wõtta
ei	ei
tahha	taha
sepärast	seepärast
et	et
jurri	Juri
klassen	Klaassen
temma	tema
ann	Ann
pulsti	Pulsti
rahha	raha
550	550
rubla	rubla
mis	mis
ta	ta
temma	tema
kätte	kätte
intresi	intresi
peale	peale
wimiseks	wiimiseks
annud	annud
1881	1881
astal	aastal
omma	oma
jurri	Juri
klasseni	Klaasseni
nimme	nime
peale	peale
intresi	intresi
kandma	kandma
pannud	pannud
ja	ja
pealegi	pealegi
sellest	sellest
rahast	rahast
150	150
rubla	rubla
ilma	ilma
temma	tema
teadmata	teadmata
enne	enne
astat	aastat
jälle	jälle
wälja	wälja
wõtnud	wõtnud
ja	ja
nõnda	nõnda
2	2
astad	aastad
se	see
150	150
rubla	rubla
omma	oma
käes	käes
piddanud	pidanud
mis	mis
ta	ta
agga	aga
pernu	Pernu
sillakohtu	Sillakohtu
abbi	abi
läbbi	läbi
jälle	jälle
kätte	kätte
sanud	saanud
ja	ja
sest	sest
et	et
temma	tema
jurri	Juri
klasseni	Klaasseni
poega	poega
suggugi	sugugi
omma	oma
tahtmise	tahtmise
järgi	järgi
waid	waid
üksnes	üksnes
selle	selle
jurri	Juri
klasseni	Klaasseni
melitamise	meelitamise
peale	peale
lapse	lapse
assemele	asemele
wasto	wasto
wõtnud	wõtnud
ja	ja
nüid	nüid
nimmetud	nimetud
jurri	Juri
klassen	Klaassen
pealegi	pealegi
temma	tema
rahha	raha
550	550
rubla	rubla
ennese	enese
heaks	heaks
wõtta	wõtta
tahtnud	tahtnud
pallub	palub
ta	ta
kohut	kohut
sedda	seda
jurri	Juri
klasseni	Klaasseni
poeg	poeg
karl	Karl
ferdinand	Ferdinand
klaassenit	Klaassenit
ennese	enese
lapse	lapse
ja	ja
pärrija	pärija
kohhustest	kohustest
lahti	lahti
mõista	mõista
küssimise	Küsimise
peale	peale
wastas	wastas
ann	Ann
klassen	Klaassen
et	et
temma	tema
omma	oma
capitalist	capitalist
kui	kui
ka	ka
selle	selle
intresidelt	intresidelt
middagistki	midagistki
kaotanud	kaotanud
ei	ei
olle	ole
waid	waid
kõik	kõik
terwelt	terwelt
jälle	jälle
kätte	kätte
sanud	saanud
on	on
kutsumise	Kutsumise
peale	peale
astus	astus
ette	ette
jurri	Juri
klassen	Klaassen
kes	kes
praegust	praegust
heinastes	Heinastes
poekaupmes	poekaupmees
on	on
ja	ja
wastas	wastas
küssimise	küsimise
peale	peale
et	et
ann	Ann
pulst	Pulst
mitte	mitte
omma	oma
rahha	raha
550	550
rubla	rubla
1881	1881
astal	aastal
temma	tema
kätte	kätte
intresi	intresi
peale	peale
wimiseks	wiimiseks
annud	annud
ei	ei
olle	ole
waid	waid
selle	selle
summa	summa
on	on
temma	tema
jurri	Juri
klassen	Klaassen
omma	oma
wannemate	wanemate
käest	käest
intresi	intresi
peale	peale
wimiseks	wiimiseks
sanud	saanud
mis	mis
alles	alles
pärast	pärast
awwalikuks	awalikuks
tulnud	tulnud
et	et
se	see
ann	Ann
pulsti	Pulsti
rahha	raha
olnud	olnud
ja	ja
kui	kui
temma	tema
ka	ka
se	see
150	150
rubla	rubla
ürikeseks	üürikeseks
aeaks	aeaks
omma	oma
kätte	kätte
wõtnud	wõtnud
on	on
siski	siiski
on	on
agga	aga
ann	Ann
pulst	Pulst
omma	oma
rahha	raha
jälle	jälle
täielikult	täielikult
temma	tema
wannemate	wanemate
käest	käest
ühhes	ühes
intresidega	intresidega
wälja	wälja
maksetud	maksetud
sanud	saanud
ja	ja
mitte	mitte
kopitkutki	kopitkutki
seal	seal
jures	juures
kaotanud	kaotanud
ja	ja
sest	sest
et	et
temma	tema
omma	oma
poega	poega
mitte	mitte
ann	Ann
pulstile	Pulstile
lapse	lapse
assemele	asemele
pakkunud	pakkunud
waid	waid
se	see
tedda	teda
isse	ise
ommale	omale
lapse	lapse
assemele	asemele
himmustanud	himustanud
sepärast	seepärast
ei	ei
wõta	wõta
ta	ta
tedda	teda
ka	ka
mitte	mitte
ennam	enam
ann	Ann
pulsti	Pulsti
nimme	nime
pealt	pealt
taggasi	tagasi
ehk	ehk
se	see
küll	küll
wel	weel
tännini	tänini
suggugi	sugugi
toe	toe
est	eest
holt	hoolt
kannud	kannud
ei	ei
olle	ole
sai	Sai
mõistetud	mõistetud
sedda	Seda
protokolli	protokolli
wõtta	wõtta
et	et
ann	Ann
pulst	Pulst
eddaspiddi	edaspidi
ennam	enam
jurri	Juri
klasseni	Klaasseni
poeg	poeg
karl	Karl
ferdinand	Ferdinand
klasseni	Klaasseni
ommale	omale
lapse	lapse
assemele	asemele
wõtta	wõtta
ehk	ehk
piddada	pidada
ei	ei
tahha	taha
astus	Astus
ette	ette
sindist	Sindist
mihkel	Mihkel
kumm	Kumm
ja	ja
kaebas	kaebas
et	et
temmal	temal
ühhe	ühe
13	13
suaduse	suaduse
heina	heina
kohja	kohja
jan	Jaan
lismani	Liismani
ja	ja
addo	Ado
möldersoni	Möldersoni
karjased	karjased
mahha	maha
lõhkunud	lõhkunud
ja	ja
lomad	loomad
ärra	ära
sõtkuda	sõtkuda
lasknud	lasknud
sest	sest
temma	tema
isse	ise
olla	olla
nende	nende
lomad	loomad
naggu	nagu
jan	Jaan
lismannil	Liismannil
4	4
loma	looma
ja	ja
addo	Ado
möldersonil	Möldersonil
5	5
loma	looma
omma	oma
heina	heina
kohja	kohja
kallalt	kallalt
kinni	kinni
wõtnud	wõtnud
ja	ja
nõuab	nõuab
omma	oma
kahju	kahju
tasumist	tasumist
mis	mis
kohtumes	kohtumees
jak	Jaak
nerjussow	Nerjussow
ülle	üle
wadanud	waadanud
4	4
kormad	koormad
heinud	heinud
ehk	ehk
13	13
rubla	rubla
astusiwad	Astusiwad
ette	ette
jan	Jaan
lismann	Liismann
ja	ja
addo	Ado
mölderson	Mölderson
ja	ja
wastasiwad	wastasiwad
et	et
se	see
heina	heina
kohhe	kohe
on	on
enne	enne
kui	kui
mihkel	Mihkel
kumm	Kumm
nende	nende
lomad	loomad
sält	säält
kinni	kinni
wõtnud	wõtnud
mahha	maha
lõhhutud	lõhutud
olnud	olnud
mis	mis
mitte	mitte
nende	nende
karjaste	karjaste
tö	töö
ei	ei
olle	ole
waid	waid
ühhe	ühe
wanna	wana
innimese	inimese
teggu	tegu
olla	olla
wõib	wõib
astusiwad	Astusiwad
ette	ette
karjased	karjased
jan	Jaan
luik	Luik
13	13
astad	aastad
wanna	wana
ja	ja
mart	Mart
lismann	Liismann
15	15
astad	aastad
wanna	wana
ja	ja
wastasiwad	wastasiwad
et	et
nemmad	nemad
mitte	mitte
sedda	seda
heina	heina
kohja	kohja
mahha	maha
lõhkunud	lõhkunud
ei	ei
olle	ole
tunnistas	Tunnistas
kohtumes	kohtumees
jak	Jaak
nerjussow	Nerjussow
et	et
temma	tema
olla	olla
selle	selle
lõhhutud	lõhutud
heina	heina
kohja	kohja
järrel	järel
wadanud	waadanud
ja	ja
arwab	arwab
selle	selle
heina	heina
kahju	kahju
12	12
rubla	rubla
sure	suure
ollewad	olewad
sest	sest
et	et
neid	neid
heinu	heinu
raisku	raisku
läinud	läinud
ollemise	olemise
pärast	pärast
ennam	enam
tarwitada	tarwitada
ei	ei
wõi	wõi
sai	Sai
mõistetud	mõistetud
et	Et
mihkel	Mihkel
kumm	Kumm
jan	Jaan
lismanni	Liismanni
kui	kui
ka	ka
addo	Ado
möldersoni	Möldersoni
lomad	loomad
omma	oma
kohja	kohja
kallalt	kallalt
kinni	kinni
wõtnud	wõtnud
peawad	peawad
nemmad	nemad
ka	ka
mihkel	Mihkel
kummile	Kummile
ta	ta
kahju	kahju
tassuma	tasuma
ja	ja
nimelt	nimelt
133	133
1	1
3	3
kop	kop
loma	looma
pealt	pealt
maksma	maksma
addo	Ado
möldersonil	Möldersonil
5	5
loma	looma
maksab	maksab
6.66 2	6.66 2
3	3
kop	kop
ja	ja
pantimise	pantimise
rahha	raha
50	50
kop	kop
summa	Summa
7.16 2	7.16 2
3	3
kopik	kopik
jan	Jaan
lismannil	Liismannil
4	4
loma	looma
maksab	maksab
5.33 1	5.33 1
3	3
kop	kop
ja	ja
pantimise	pantimise
rahha	raha
50	50
kop	kop
summa	Summa
5.83 1	5.83 1
3	3
kop	kop
ühte	Ühte
kokku	kokku
agga	aga
13	13
rubla	rubla
8	8
päewa	päewa
aea	aea
ses	sees
otsus	Otsus
ja	ja
eddasi	edasi
kaebamise	kaebamise
te	tee
tutwaks	tutwaks
tehtud	tehtud
i	I
pernu	Pernu
kihhel	kihel
kohtus	kohtus
se	see
mõistus	mõistus
kinnitud	kinnitud
3	3
iv	iV
1885	1885
sai	sai
kumm	Kumm
4	4
rubla	rubla
kätte	kätte
astus	Astus
ette	ette
sindi	Sindi
wallast	wallast
tallupoeg	talupoeg
laose	Laose
jurri	Juri
klassen	Klaassen
ja	ja
kaebas	kaebas
et	et
temma	tema
olla	olla
s	s
a.	a.
wändra	Wändra
lada	laada
pühhal	pühal
tali	Taali
wira	Wiira
kõrtsist	kõrtsist
jobnud	joobnud
peaga	peaga
õhtul	õhtul
postmanded	postmaandeed
möda	mööda
sindi	Sindi
wabriku	wabriku
wahhele	wahele
tullema	tulema
juhtunud	juhtunud
kui	kui
wabriku	wabriku
wahhemes	wahemees
jurri	Juri
keddagi	Kedagi
postmante	postmaantee
peale	peale
temma	tema
kallale	kallale
tulnud	tulnud
ja	ja
tedda	teda
kepiga	kepiga
peksma	peksma
hakkanud	hakkanud
ja	ja
pealegi	pealegi
temma	tema
pead	pead
wasto	wasto
omma	oma
kepi	kepi
katki	katki
lönud	löönud
ja	ja
sest	sest
et	et
temma	tema
just	just
ilma	ilma
süita	süita
olnud	olnud
pallub	palub
ta	ta
kohut	kohut
sedda	seda
asta	asta
selletada	seletada
tunnistus	Tunnistus
olla	olla
sindi	Sindi
wabriku	wabriku
wahhemes	wahemees
mihkel	Mihkel
petson	Peetson
ja	ja
jakob	Jakob
sowik	Soowik
astus	Astus
ette	ette
jakob	Jakob
sowik	Soowik
ja	ja
tunnistas	tunnistas
et	et
nimmetud	nimetud
ösel	öösel
kell	kell
pol	pool
üks	üks
olla	olla
jurri	Juri
keddagi	Kedagi
hädda	häda
wilet	wilet
puhhuma	puhuma
hakkanud	hakkanud
ja	ja
kui	kui
temma	tema
se	see
peale	peale
jure	juure
joksnud	jooksnud
näinud	näinud
ta	ta
jurri	Juri
keddagi	Kedagi
ja	ja
jurri	Juri
klasseni	Klaasseni
teine	teine
teise	teise
rindus	rindus
kinni	kinni
ollewad	olewad
ja	ja
teine	teine
teisega	teisega
waidlewad	waidlewad
jurri	Juri
keddagi	Kedagi
ütelnud	ütelnud
et	et
ta	ta
jurri	Juri
klaassenit	Klaassenit
lönud	löönud
olla	olla
ja	ja
jurri	Juri
klassen	Klaassen
jälle	jälle
ähwardanud	ähwardanud
sedda	seda
üteldes	üteldes
et	et
kui	kui
ta	ta
kas	kas
10	10
rubla	rubla
ehk	ehk
leisik	leisik
wõid	wõid
wõi	wõi
linna	lina
kaotab	kaotab
sis	siis
peab	peab
jurri	Juri
keddagi	Kedagi
ammetist	ametist
lahti	lahti
ollema	olema
lömist	Löömist
polle	pole
agga	aga
temma	tema
mitte	mitte
näinud	näinud
astus	Astus
ette	ette
mihkel	Mihkel
petson	Peetson
ja	ja
wastas	wastas
et	et
temma	tema
mud	muud
ei	ei
teada	teada
kuid	kuid
et	et
umbes	umbes
kell	kell
1	1
2	2
2	2
aeal	aeal
nimmetud	nimetud
ösel	öösel
olla	olla
jurri	Juri
klassen	Klaassen
wabriku	wabriku
kassarmu	kasarmu
lähhedal	lähedal
krawwi	krawi
kalda	kalda
peal	peal
magganud	maganud
kust	kust
ta	ta
tedda	teda
jurri	Juri
keddagi	Kedagi
kässu	käsu
peale	peale
ülles	üles
aeanud	aeanud
ja	ja
wabriku	wabriku
sauna	sauna
puhkama	puhkama
winud	wiinud
astus	Astus
ette	ette
jurri	Juri
keddagi	Kedagi
ja	ja
wastas	wastas
et	et
nimmetatud	nimetatud
ösel	öösel
kell	kell
pol	pool
üks	üks
aeal	aeal
olla	olla
jurri	Juri
klassen	Klaassen
sindi	Sindi
wabriku	wabriku
trahteri	trahteri
polt	poolt
kedda	keda
ta	ta
mitte	mitte
tunnud	tunnud
polle	pole
tulnud	tulnud
ja	ja
kui	kui
temma	tema
omma	oma
kohhuse	kohuse
järgi	järgi
temalt	temalt
küssinud	küsinud
kes	kes
ta	ta
on	on
ja	ja
kui	kui
ta	ta
temmale	temale
kui	kui
mitte	mitte
wastust	wastust
annud	annud
polle	pole
lähhemale	lähemale
läinud	läinud
olla	olla
jurri	Juri
klassen	Klaassen
temmale	temale
kohhe	kohe
rindu	rindu
kinni	kinni
hakanud	hakanud
ja	ja
tedda	teda
mitte	mitte
ennam	enam
lahti	lahti
lasta	lasta
tahtnud	tahtnud
mis	mis
peale	peale
ta	ta
korra	korra
jurri	Juri
klaassenit	Klaassenit
omma	oma
kepiga	kepiga
lönud	löönud
ja	ja
kui	kui
se	see
ka	ka
aidanud	aidanud
ei	ei
olle	ole
sis	siis
teised	teised
wahhemehhed	wahemehed
tedda	teda
ta	ta
käest	käest
lahti	lahti
päestnud	päestnud
ja	ja
kus	kus
jures	juures
nimmetud	nimetud
klassen	Klaassen
tedda	teda
kolledaste	koledaste
ähwardanud	ähwardanud
on	on
suremat	Suuremat
lömist	löömist
polle	pole
temma	tema
polt	poolt
mitte	mitte
olnud	olnud
sai	Sai
mõistetud	mõistetud
jürri	Jüri
klasseni	Klaasseni
kaebdus	kaebdus
sab	saab
puduliku	puuduliku
tunnistuse	tunnistuse
pärast	pärast
tühjaks	tühjaks
arwatud	arwatud
otsus	Otsus
kulutud	kuulutud
sellega	Sellega
rahhule	rahule
jänud	jäänud
protokoll	Protokoll
n	N
152	152
asjus	asjus
astus	astus
ette	ette
jurri	Juri
oiderman	Oiderman
ja	ja
wastas	wastas
et	et
temma	tema
kewwadel	kewadel
kui	kui
sinna	sinna
kohha	koha
peale	peale
tulnud	tulnud
märzi	Märzi
kul	kuul
15	15
kubbu	kubu
õlgi	õlgi
sinna	sinna
tonud	toonud
ja	ja
nüd	nüüd
ainult	ainult
3	3
kormad	koormad
heinu	heinu
ja	ja
30	30
kubbu	kubu
õlgi	õlgi
sält	säält
kohha	koha
pealt	pealt
ärra	ära
münud	müünud
on	on
sai	Sai
mõistetud	mõistetud
jurri	Juri
oidermann	Oidermann
peab	peab
30	30
puda	puuda
heinu	heinu
ja	ja
30	30
kubbu	kubu
õlgi	õlgi
se	see
talwel	talwel
sinna	sinna
kohha	koha
peale	peale
taggasi	tagasi
ostma	ostma
otsus	Otsus
kulutud	kuulutud
jäiwad	Jäiwad
sellega	sellega
rahhule	rahule
i	II
astus	Astus
ette	ette
sone	Soone
jan	Jaan
jõk	Jõk
wõnnu	Wõnnu
walla	walla
lige	liige
ja	ja
kaebas	kaebas
minna	Mina
müsin	müüsin
jürri	Jüri
mänd´ile	Mänd´ile
9sa	9sa
wõi	wõi
10ne	10ne
asta	aasta
est	eest
üks	üks
korm	koorm
heinu	heinu
2	2
rubla	Rubla
ta	ta
maksis	maksis
kohhe	kohe
ärra	ära
agga	aga
1	1
rubla	Rubla
jäi	jäi
wõlgu	wõlgu
sedda	seda
nõuan	nõuan
minna	mina
nüd	nüüd
kätte	kätte
ette	Ette
astus	astus
kaebtuse	kaebtuse
allune	alune
jürri	Jüri
mänd	Mänd
wõnnu	Wõnnu
walla	walla
lige	liige
ja	ja
räkis	rääkis
minna	Mina
maksin	maksin
1	1
rubla	Rubla
enne	enne
omma	oma
koddu	kodu
wälja	wälja
kui	kui
jan	Jaan
jõk	Jõk
meil	meil
käis	käis
agga	aga
2	2
rubla	Rubla
maksin	maksin
minna	mina
sis	siis
kui	kui
ma	ma
heinad	heinad
ostsin	ostsin
kohtu	Kohtu
otsus	otsus
et	Et
jan	Jaan
jõk	Jõk
omma	oma
nõudmise	nõudmise
asja	asja
ni	nii
kauaks	kauaks
on	on
jätnud	jätnud
ja	ja
et	et
jürri	Jüri
mänd	Mänd
selle	selle
1	1
rubla	Rubla
maksmise	maksmise
ülle	üle
ei	ei
wõinud	wõinud
kindlat	kindlat
tunnistust	tunnistust
ette	ette
tua	tuua
mõistis	mõistis
kohhus	kohus
kahju	kahju
poleks	pooleks
ja	ja
jürri	Jüri
mänd	Mänd
peab	peab
jan	Jaan
jõkile	Jõkile
50	50
kopik	kopik
wälja	wälja
maksma	maksma
termin	termiin
19mal	19mal
märtsil	Märtsil
1890.	1890.
a	a
märkused	Märkused
täidetud	Täidetud
jürri	Jüri
mänd	Mänd
maksis	maksis
wälja	wälja
50	50
kop	kop
12	12
märz	März
1890.	1890.
a.	a.
protokoll	Protokoll
n	N
156	156
asjus	asjus
astus	astus
hendrek	Hendrek
kuller	Kuller
ette	ette
ja	ja
andis	andis
üllesse	ülesse
et	et
temma	tema
omma	oma
wastastega	wastastega
ärra	ära
on	on
leppinud	leppinud
astus	Astus
ette	ette
torri	Tori
wallast	wallast
wõlli	Wõlli
talust	talust
mart	Mart
kauffeldt	Kauffeldt
ja	ja
kaebas	kaebas
et	et
temma	tema
olla	olla
se	see
süggisel	sügisel
pärnu	Pärnu
lada	laada
päewal	päewal
sindis	Sindis
lodja	lodja
kõrtsis	kõrtsis
torri	Tori
mehhe	mehe
lane	Laane
jan	Jaan
mil	Miil
ja	ja
nidu	Niidu
jurri	Juri
tilk	Tilk
jures	juures
ollewisel	olewisel
hendrek	Hendrek
kuilliga	Kuilliga
kes	kes
sindis	Sindis
ellab	elab
kauba	kauba
teinud	teinud
et	et
temmale	temale
40	40
rubla	rubla
asta	aasta
palga	palga
est	eest
29.	29.
septembril	Septembril
s	s
a.	a.
sulaseks	sulaseks
tulleb	tuleb
ja	ja
selle	selle
kauba	kauba
peale	peale
ka	ka
1	1
rubla	rubla
käerahha	käeraha
ja	ja
2	2
rubla	rubla
palgarahha	palgaraha
ette	ette
wälja	wälja
wõtnud	wõtnud
ja	ja
seia	seia
ajjani	ajani
wel	weel
tullemata	tulemata
jänud	jäänud
ja	ja
nõuab	nõuab
temma	tema
nüd	nüüd
et	et
ta	ta
kas	kas
ni	nii
kohhe	kohe
temmale	temale
sulaseks	sulaseks
tulleb	tuleb
ehk	ehk
talle	talle
jälle	jälle
se	see
lubbatud	lubatud
palga	palga
wälja	wälja
maksab	maksab
40	40
rubla	rubla
hendrik	Hendrik
kuill	Kuill
pudus	puudus
wata	Waata
protokoll	protokoll
n	N
181	181
protokoll	Protokoll
n	N
148	148
asjus	asjus
astus	astus
ette	ette
jan	Jaan
jantson	Jantson
ja	ja
wastas	wastas
et	et
temma	tema
ju	ju
pissuksest	pisuksest
sadika	saadika
ann	Ann
jantsoni	Jantsoni
ehk	ehk
omma	oma
õe	õe
poega	poega
kaswatanud	kaswatanud
ja	ja
1883	1883
astal	aastal
kus	kus
ta	ta
temast	temast
jubba	juba
suggu	sugu
abbi	abi
sanud	saanud
agga	aga
siski	siiski
ka	ka
wel	weel
midagist	midagist
kassu	kasu
temma	temma
sisse	sisse
tonud	toonud
ei	ei
wõi	wõi
ta	ta
temma	tema
est	eest
mitte	mitte
pearahha	pearaha
maksa	maksa
sai	Sai
mõistetud	mõistetud
sedda	Seda
wallawolikogule	Wallawolikogule
ette	ette
panna	panna
et	et
anne	Anne
poeg	poeg
karl	Karl
jantsoni	Jantsoni
1883	1883
asta	aasta
pearahha	pearaha
706	706
kop	kop
terwe	terwe
walla	walla
koggu	kogu
peale	peale
i	I
pole	poole
1883	1883
astal	aastal
sisse	sisse
nõuda	nõuda
arwatud	arwatud
saks	saaks
astus	Astus
ette	ette
sindi	Sindi
lodja	lodja
kõrtsist	kõrtsist
andres	Andres
andresson	Andresson
ja	ja
kaebas	kaebas
et	et
temmal	temal
olla	olla
kõrtsi	kõrtsi
kambrist	kambrist
warna	warna
otsast	otsast
püksi	püksi
taskust	taskust
kahhe	kahe
näddala	nädala
est	eest
5	5
rublane	rublane
ärra	ära
wõetud	wõetud
ja	ja
arwab	arwab
sedda	seda
torist	Torist
pet	Peet
tölp	Tölp
karrel	Karel
tölp	Tölp
ehk	ehk
ennaste	ennaste
tüdruku	tüdruku
annu	Anu
tohver	Tohver
tö	töö
ollewad	olewad
kes	kes
ka	ka
säl	sääl
kambris	kambris
käinud	käinud
on	on
astus	Astus
ette	ette
torist	Torist
pet	Peet
tölp	Tölp
ja	ja
wastas	wastas
et	et
temma	tema
2	2
öd	ööd
kõrtsimehhe	kõrtsimehe
lubbaga	lubaga
säl	sääl
kambris	kambris
küll	küll
magganud	maganud
on	on
agga	aga
andres	Andres
andressoni	Andressoni
rahast	rahast
middagitki	midagitki
ei	ei
teada	teada
astus	Astus
ette	ette
karl	Karl
tölp	Tölp
ja	ja
wastas	wastas
seddasama	sedasama
astus	Astus
ette	ette
annu	Anu
tohwer	Tohwer
ja	ja
wastas	wastas
et	et
temma	tema
polle	pole
sedda	seda
rahha	raha
näinud	näinud
egga	ega
ka	ka
mitte	mitte
wõtnud	wõtnud
sai	Sai
mõistetud	mõistetud
tunnistuse	Tunnistuse
puduse	puuduse
pärast	pärast
sab	saab
andres	Andres
andressoni	Andressoni
kaebdus	kaebdus
tühjaks	tühjaks
arwatud	arwatud
otsus	Otsus
kulutud	kuulutud
astus	Astus
ette	ette
sindi	Sindi
mõisa	mõisa
sullane	sulane
jurri	Juri
põlenik	Põlenik
ja	ja
kaebas	kaebas
et	et
jan	Jaan
pikner	Pikner
ka	ka
sindi	Sindi
mõisa	mõisa
sullane	sulane
olla	olla
tedda	teda
2e	2e
näddala	nädala
est	eest
killingi	Kilingi
metsa	metsa
te	tee
peal	peal
3	3
hopi	hoopi
ja	ja
o	O
iksella	iksella
tus	tuus
4	4
hopi	hoopi
lönud	löönud
mis	mis
ka	ka
temma	tema
rahhul	rahul
ei	ei
olle	ole
ja	ja
kohut	kohut
jan	Jaan
pikneri	Pikneri
seadusliku	seadusliku
trahvi	trahvi
alla	alla
panna	panna
pallub	palub
tunnistus	Tunnistus
olla	olla
kubjas	kubjas
andres	Andres
hanson	Hanson
ja	ja
jurri	Juri
konks	Konks
astus	Astus
ette	ette
andres	Andres
hanson	Hanson
ja	ja
tunnistas	tunnistas
et	et
jan	Jaan
pikner	Pikner
olla	olla
jurri	Juri
põlenikku	Põlenikku
jobnud	joobnud
peaga	peaga
te	tee
peal	peal
ühhe	ühe
hobi	hoobi
lönud	löönud
rohkem	rohkem
polle	pole
temma	tema
näinud	näinud
jurri	Juri
konks	Konks
ütleb	ütleb
et	et
temma	tema
lömist	löömist
näinud	näinud
ei	ei
olle	ole
jan	Jaan
pikner	Pikner
wastas	wastas
et	et
temma	tema
mitte	mitte
jurri	Juri
põlenikku	Põlenikku
lönud	löönud
ei	ei
olle	ole
waid	waid
muidu	muidu
rinnust	rinnust
natuke	natuke
lükanud	lükanud
on	on
sai	Sai
mõistetud	mõistetud
jan	Jaan
pikner	Pikner
maksab	maksab
8	8
päewa	päewa
pärast	pärast
kolm	kolm
rubla	rubla
trahwi	trahwi
walla	walla
waeste	waeste
laekasse	laekasse
se	see
pärast	pärast
et	et
te	tee
peal	peal
jobnud	joobnud
peaga	peaga
tülli	tüli
teinud	teinud
ja	ja
jurri	Juri
põlenikku	Põlenikku
lönud	löönud
otsus	Otsus
kulutud	kuulutud
ärra	ära
maksnud	maksnud
ette	Ette
sai	sai
kutsutud	kutsutud
juhhan	Juhan
järits	Jäärits
ja	ja
temmale	temale
ette	ette
antud	antud
et	et
ta	ta
poeg	poeg
mihkel	Mihkel
9	9
wakka	wakka
rukkid	rukkid
1	1
odre	odre
ja	ja
3	3
kaero	kaero
walla	walla
maggasini	magasini
wõlgo	wõlgo
on	on
ja	ja
kas	kas
ta	ta
sedda	seda
wõlga	wõlga
mitte	mitte
omma	oma
tassuda	tasuda
ei	ei
wõta	wõta
sest	sest
muido	muido
peab	peab
se	see
wõlg	wõlg
wel	weel
enne	enne
tullewa	tulewa
jurri	Juri
päewa	päewa
temma	tema
poealt	poealt
kellega	kellega
mõisawalitsus	mõisawalitsus
ennam	enam
kontrahti	kontrahti
tehha	teha
ei	ei
wõta	wõta
sisse	sisse
nõutud	nõutud
sama	saama
wastas	wastas
juhhan	Juhan
järits	Jäärits
et	et
temma	tema
sedda	seda
